"","AF","address","university","department","short_address","postal_code","country"
"9414","Brito, A.","Univ Calif Santa Cruz, Dept Ecol & Evolut Biol, Santa Cruz, CA 95060 USA.","Univ Calif Santa Cruz"," Dept Ecol & Evolut Biol"," Santa Cruz, CA 95060 USA."," 95060","USA"
"9415","Edwards, A. J.","Newcastle Univ, Sch Biol, Newcastle Upon Tyne NE1 7RU, Tyne & Wear, England.","Newcastle Univ"," Sch Biol"," Newcastle Upon Tyne NE1 7RU, Tyne & Wear, England.","NE1 7RU",NA
"9416","Falcon, J. M.","Univ Calif Santa Cruz, Dept Ecol & Evolut Biol, Santa Cruz, CA 95060 USA.","Univ Calif Santa Cruz"," Dept Ecol & Evolut Biol"," Santa Cruz, CA 95060 USA."," 95060","USA"
"9417","Ferreira, C. E. L.","Univ La Laguna, Dpto Biol Anim Ciencias Marinas, E-38206 Tenerife, Spain.","Univ La Laguna"," Dpto Biol Anim Ciencias Marinas"," E-38206 Tenerife, Spain.","E-3820","Spain"
"9418","Floeter, S. R.","Univ Calif Santa Barbara, Natl Ctr Ecol Anal & Synth, Santa Barbara, CA 93101 USA.","Univ Calif Santa Barbara"," Natl Ctr Ecol Anal & Synth"," Santa Barbara, CA 93101 USA."," 93101","USA"
"9419","Gasparini, J. L.","Univ Fed Espirito Santo, Dept Ecol & Recursos Nat, BR-29060 Vitoria, ES, Brazil.","Univ Fed Espirito Santo"," Dept Ecol & Recursos Nat"," BR-29060 Vitoria, ES, Brazil.","BR-29060","Brazil"
"9420","Joyeux, J. C.","Univ Fed Espirito Santo, Dept Ecol & Recursos Nat, BR-29060 Vitoria, ES, Brazil.","Univ Fed Espirito Santo"," Dept Ecol & Recursos Nat"," BR-29060 Vitoria, ES, Brazil.","BR-29060","Brazil"
"9421","Robertson, D. R.","Smithsonian Trop Res Inst, Unit 0948, APO 34002, AA, Panama.","Smithsonian Trop Res Inst"," Unit 0948"," APO 34002, AA, Panama."," 34002","Panama"
"9422","Rocha, L. A.","Univ Hawaii, Hawaii Inst Marine Biol, Kaneohe, HI 96744 USA.","Univ Hawaii"," Hawaii Inst Marine Biol"," Kaneohe, HI 96744 USA."," 96744","USA"
"9423","Smith-Vaniz, W. F.","US Geol Survey, Florida Integrated Sci Ctr, Gainesville, FL 32653 USA.","US Geol Survey"," Florida Integrated Sci Ctr"," Gainesville, FL 32653 USA."," 32653","USA"
"9424","Wirtz, P.","Univ Algarve, Ctr Ciencias Mar, P-8000117 Faro, Portugal.","Univ Algarve"," Ctr Ciencias Mar"," P-8000117 Faro, Portugal.","P-8000","Portugal"
"9425","Eshel, Gidon","Bard Coll Simons Rock, Div Sci Math & Comp, Great Barrington, MA 01230 USA.","Bard Coll Simons Rock"," Div Sci Math & Comp"," Great Barrington, MA 01230 USA."," 01230","USA"
"9426","McElwain, Jennifer C.","Univ Coll Dublin, Sch Biol & Environm Sci, Dublin 4, Ireland.","Univ Coll Dublin"," Sch Biol & Environm Sci"," Dublin 4, Ireland.",NA,"Ireland"
"9427","Punyasena, Surangi W.","Univ Chicago, Comm Evolut Biol, Chicago, IL 60637 USA.","Univ Chicago"," Comm Evolut Biol"," Chicago, IL 60637 USA."," 60637","USA"
"9428","Anton, Ana","Univ Nacl Cordoba CONICET, Inst Multidisciplinario Biol Vegetal, RA-5000 Cordoba, Argentina.","Univ Nacl Cordoba CONICET"," Inst Multidisciplinario Biol Vegetal"," RA-5000 Cordoba, Argentina.","RA-5000","Argentina"
"9429","Cabido, Marcelo","Univ Nacl Cordoba CONICET, Inst Multidisciplinario Biol Vegetal, RA-5000 Cordoba, Argentina.","Univ Nacl Cordoba CONICET"," Inst Multidisciplinario Biol Vegetal"," RA-5000 Cordoba, Argentina.","RA-5000","Argentina"
"9430","Cantero, Juan Jose","Univ Nacl Rio Cuarto, Fac Agron & Vet, RA-5800 Cordoba, Argentina.","Univ Nacl Rio Cuarto"," Fac Agron & Vet"," RA-5800 Cordoba, Argentina.","RA-5800","Argentina"
"9431","Lewis, Juan Pablo","Univ Nacl Rosario, Fac Ciencias Agrarias, RA-2123 Santa Fe, Argentina.","Univ Nacl Rosario"," Fac Ciencias Agrarias"," RA-2123 Santa Fe, Argentina.","RA-2123","Argentina"
"9432","Pons, Estela","Univ Nacl Cordoba, Fac Ciencias Agropecuarias, RA-5000 Cordoba, Argentina.","Univ Nacl Cordoba"," Fac Ciencias Agropecuarias"," RA-5000 Cordoba, Argentina.","RA-5000","Argentina"
"9433","Anthelme, Fabien","IRD, UMR 1097, F-34394 Montpellier 5, France.","IRD"," UMR 1097"," F-34394 Montpellier 5, France.","F-3439","France"
"9434","Armas, Cristina","Duke Univ, Dept Biol, FFSC, Durham, NC 27708 USA.","Duke Univ"," Dept Biol"," FFSC, Durham, NC 27708 USA."," 27708","USA"
"9435","Brooker, Rob W.","Macaulay Land Use Res Inst, Craigiebuckler AB15 8QH, Aberdeen, Scotland.","Macaulay Land Use Res Inst"," Craigiebuckler AB15 8QH"," Aberdeen, Scotland.",NA,NA
"9436","Callaway, Ragan M.","Univ Montana, Div Biol Sci, Missoula, MT 59812 USA.","Univ Montana"," Div Biol Sci"," Missoula, MT 59812 USA."," 59812","USA"
"9437","Cavieres, Lohengrin A.","Univ Concepcion, Dept Bot, Concepcion, Chile.","Univ Concepcion"," Dept Bot"," Concepcion, Chile.",NA,"Chile"
"9438","Coll, Lluis","Forest Technol Ctr Catalonia, Solsona, Spain.","Forest Technol Ctr Catalonia"," Solsona"," Spain.",NA,"Spain"
"9439","Corcket, Emmanuel","Univ Bordeaux 1, BIOGECO, INRA, Community Ecol Grp,UMR 1202, F-33405 Talence, France.","Univ Bordeaux 1"," BIOGECO"," INRA, Community Ecol Grp,UMR 1202, F-33405 Talence, France.","F-3340","France"
"9440","Delzon, Sylvain","Univ Bordeaux 1, BIOGECO, INRA, Community Ecol Grp,UMR 1202, F-33405 Talence, France.","Univ Bordeaux 1"," BIOGECO"," INRA, Community Ecol Grp,UMR 1202, F-33405 Talence, France.","F-3340","France"
"9441","Forey, Estelle","Univ Bordeaux 1, BIOGECO, INRA, Community Ecol Grp,UMR 1202, F-33405 Talence, France.","Univ Bordeaux 1"," BIOGECO"," INRA, Community Ecol Grp,UMR 1202, F-33405 Talence, France.","F-3340","France"
"9442","Kikvidze, Zaal","CSIC, Estac Expt Zonas Aridas, Almeria 04001, Spain.","CSIC"," Estac Expt Zonas Aridas"," Almeria 04001, Spain."," 04001","Spain"
"9443","Kunstler, Georges","Irstea, Unite Rech Ecosyst Montagnards, F-38402 St Martin Dheres, France.","Irstea"," Unite Rech Ecosyst Montagnards"," F-38402 St Martin Dheres, France.","F-3840","France"
"9444","Liancourt, Pierre","Univ Tubingen, Inst Bot, Dept Plant Ecol, D-72076 Tubingen, Germany.","Univ Tubingen"," Inst Bot"," Dept Plant Ecol, D-72076 Tubingen, Germany.","D-7207","Germany"
"9445","Lortie, Christopher L.","York Univ, Dept Biol, N York, ON M3J 1P3, Canada.","York Univ"," Dept Biol"," N York, ON M3J 1P3, Canada."," M3J 1P3","Canada"
"9446","Maestre, Fernando T.","Univ Rey Juan Carlos, Dept Biol & Geol, Area Biodiversidad & Conservac, Mostoles 28933, Spain.","Univ Rey Juan Carlos"," Dept Biol & Geol"," Area Biodiversidad & Conservac, Mostoles 28933, Spain."," 28933","Spain"
"9447","Michalet, Richard","Univ Bordeaux 1, BIOGECO, INRA, Community Ecol Grp,UMR 1202, F-33405 Talence, France.","Univ Bordeaux 1"," BIOGECO"," INRA, Community Ecol Grp,UMR 1202, F-33405 Talence, France.","F-3340","France"
"9448","Olofsson, Johan","Umea Univ, Dept Ecol & Environm Sci, S-90187 Umea, Sweden.","Umea Univ"," Dept Ecol & Environm Sci"," S-90187 Umea, Sweden.","S-9018","Sweden"
"9449","Pugnaire, Francisco I.","CSIC, Estac Expt Zonas Aridas, Almeria 04001, Spain.","CSIC"," Estac Expt Zonas Aridas"," Almeria 04001, Spain."," 04001","Spain"
"9450","Quiroz, Constanza L.","Univ Concepcion, Dept Bot, Concepcion, Chile.","Univ Concepcion"," Dept Bot"," Concepcion, Chile.",NA,"Chile"
"9451","Saccone, Patrick","Irstea, Unite Rech Ecosyst Montagnards, F-38402 St Martin Dheres, France.","Irstea"," Unite Rech Ecosyst Montagnards"," F-38402 St Martin Dheres, France.","F-3840","France"
"9452","Schiffers, Katja","Univ Potsdam, Dept Plant Ecol & Nat Conservat, D-14469 Potsdam, Germany.","Univ Potsdam"," Dept Plant Ecol & Nat Conservat"," D-14469 Potsdam, Germany.","D-1446","Germany"
"9453","Seifan, Merav","Univ Tubingen, Inst Bot, Dept Plant Ecol, D-72076 Tubingen, Germany.","Univ Tubingen"," Inst Bot"," Dept Plant Ecol, D-72076 Tubingen, Germany.","D-7207","Germany"
"9454","Tielboerger, Katja","Univ Tubingen, Inst Bot, Dept Plant Ecol, D-72076 Tubingen, Germany.","Univ Tubingen"," Inst Bot"," Dept Plant Ecol, D-72076 Tubingen, Germany.","D-7207","Germany"
"9455","Touzard, Blaise","Univ Bordeaux 1, BIOGECO, INRA, Community Ecol Grp,UMR 1202, F-33405 Talence, France.","Univ Bordeaux 1"," BIOGECO"," INRA, Community Ecol Grp,UMR 1202, F-33405 Talence, France.","F-3340","France"
"9456","Travis, Justin M. J.","Univ Aberdeen, Sch Biol Sci, Aberdeen AB24 2TZ, Scotland.","Univ Aberdeen"," Sch Biol Sci"," Aberdeen AB24 2TZ, Scotland.","AB24 2TZ",NA
"9457","Malcolm, Jay R.","Univ Toronto, Fac Forestry, Toronto, ON M5S 3B3, Canada.","Univ Toronto"," Fac Forestry"," Toronto, ON M5S 3B3, Canada."," M5S 3B3","Canada"
"9458","Norghauer, Julian M.","Univ Toronto, Fac Forestry, Toronto, ON M5S 3B3, Canada.","Univ Toronto"," Fac Forestry"," Toronto, ON M5S 3B3, Canada."," M5S 3B3","Canada"
"9459","Zimmerman, Barbara L.","Conservat Int, Brazil Program, Washington, DC 20036 USA.","Conservat Int"," Brazil Program"," Washington, DC 20036 USA."," 20036","USA"
"9460","Gianoli, Ernesto","Univ Concepcion, Dept Bot, Concepcion, Chile.","Univ Concepcion"," Dept Bot"," Concepcion, Chile.",NA,"Chile"
"9461","Gonzalez-Teuber, Marcia","Univ Concepcion, Dept Bot, Concepcion, Chile.","Univ Concepcion"," Dept Bot"," Concepcion, Chile.",NA,"Chile"
"9462","Brenes-Arguedas, Tania","Univ Utah, Smithsonian Trop Res Inst, Salt Lake City, UT USA.","Univ Utah"," Smithsonian Trop Res Inst"," Salt Lake City, UT USA.",NA,"USA"
"9463","Coley, Phyllis D.","Univ Utah, Smithsonian Trop Res Inst, Salt Lake City, UT USA.","Univ Utah"," Smithsonian Trop Res Inst"," Salt Lake City, UT USA.",NA,"USA"
"9464","Kursar, Thomas A.","Univ Utah, Smithsonian Trop Res Inst, Salt Lake City, UT USA.","Univ Utah"," Smithsonian Trop Res Inst"," Salt Lake City, UT USA.",NA,"USA"
"9465","Chen, Yu-Yun","Univ Georgia, Dept Plant Biol, Athens, GA 30602 USA.","Univ Georgia"," Dept Plant Biol"," Athens, GA 30602 USA."," 30602","USA"
"9466","Comita, Liza S.","Univ Georgia, Dept Plant Biol, Athens, GA 30602 USA.","Univ Georgia"," Dept Plant Biol"," Athens, GA 30602 USA."," 30602","USA"
"9467","Condit, Richard","Smithsonian Trop Res Inst, Panama City, Panama.","Smithsonian Trop Res Inst"," Panama City"," Panama.",NA,"Panama"
"9468","Hubbell, Stephen P.","Smithsonian Trop Res Inst, Panama City, Panama.","Smithsonian Trop Res Inst"," Panama City"," Panama.",NA,"Panama"
"9469","Metz, Margaret R.","Univ Calif Berkeley, Dept Integrat Biol, Berkeley, CA 94720 USA.","Univ Calif Berkeley"," Dept Integrat Biol"," Berkeley, CA 94720 USA."," 94720","USA"
"9470","Noor, Nur Supardi bin Md.",NA,NA,NA,NA,NA,NA
"9471","Norden, Natalia","Univ Toulouse 3, Lab Evolut & Diversite Biol, UMR 7154, F-31062 Toulouse, France.","Univ Toulouse 3"," Lab Evolut & Diversite Biol"," UMR 7154, F-31062 Toulouse, France.","F-3106","France"
"9472","Sun, I-Fang","Tunghai Univ, Ctr Trop Ecol & Biodivers, Taichung 40704, Taiwan.","Tunghai Univ"," Ctr Trop Ecol & Biodivers"," Taichung 40704, Taiwan."," 40704","Taiwan"
"9473","Wright, S. Joseph","Smithsonian Trop Res Inst, Panama City, Panama.","Smithsonian Trop Res Inst"," Panama City"," Panama.",NA,"Panama"
"9474","Wright, S. Joseph","Smithsonian Trop Res Inst, Balboa, Panama.","Smithsonian Trop Res Inst"," Balboa"," Panama.",NA,"Panama"
"9475","Yavitt, Joseph B.","Cornell Univ, Dept Nat Resources, Ithaca, NY 14853 USA.","Cornell Univ"," Dept Nat Resources"," Ithaca, NY 14853 USA."," 14853","USA"
"9476","Araujo, Maristela Machado","Univ Fed Santa Maria, BR-97105900 Santa Maria, RS, Brazil.","Univ Fed Santa Maria"," BR-97105900 Santa Maria"," RS, Brazil.",NA,"Brazil"
"9477","Reis de Carvalho, Claudio Jose","Embrapa Amazonia Oriental, BR-66095100 Belem, Para, Brazil.","Embrapa Amazonia Oriental"," BR-66095100 Belem"," Para, Brazil.",NA,"Brazil"
"9478","Oliveirat, Francisco de Assis","Univ Fed Rural Amazonia, BR-66077530 Belem, Para, Brazil.","Univ Fed Rural Amazonia"," BR-66077530 Belem"," Para, Brazil.",NA,"Brazil"
"9479","Turbay Rangel-Vasconcelos, Livia Gabrig","Univ Fed Rural Amazonia, BR-66077530 Belem, Para, Brazil.","Univ Fed Rural Amazonia"," BR-66077530 Belem"," Para, Brazil.",NA,"Brazil"
"9480","Staudhammer, Christina Lynn",NA,NA,NA,NA,NA,NA
"9481","Vasconcelos, Steel Silva","Univ Florida, Sch Forest Resources & Conservat, Gainesville, FL 32611 USA.","Univ Florida"," Sch Forest Resources & Conservat"," Gainesville, FL 32611 USA."," 32611","USA"
"9482","Zarin, Daniel Jacob","Univ Florida, Sch Forest Resources & Conservat, Gainesville, FL 32611 USA.","Univ Florida"," Sch Forest Resources & Conservat"," Gainesville, FL 32611 USA."," 32611","USA"
"9483","Kavanagh, Kathleen L.","Univ Idaho, Dept Forest Resources, Moscow, ID 83843 USA.","Univ Idaho"," Dept Forest Resources"," Moscow, ID 83843 USA."," 83843","USA"
"9484","Schedlbauer, Jessica L.","Univ Idaho, Dept Forest Resources, Moscow, ID 83843 USA.","Univ Idaho"," Dept Forest Resources"," Moscow, ID 83843 USA."," 83843","USA"
"9485","Dirzo, Rodolfo","Stanford Univ, Dept Biol Sci, Stanford, CA 94305 USA.","Stanford Univ"," Dept Biol Sci"," Stanford, CA 94305 USA."," 94305","USA"
"9486","Faveri, Sarita B.","Museu Paraense Emilio Goeldi, Coordenacao Zool, BR-66077530 Belem, Para, Brazil.","Museu Paraense Emilio Goeldi"," Coordenacao Zool"," BR-66077530 Belem, Para, Brazil.","BR-66077530","Brazil"
"9487","Vasconcelos, Heraldo L.","Univ Fed Uberlandia, Inst Biol, BR-38400902 Uberlandia, MG, Brazil.","Univ Fed Uberlandia"," Inst Biol"," BR-38400902 Uberlandia, MG, Brazil.","BR-38400902","Brazil"
"9488","Costa, Flavia Regina Capellotto","INPA, CPEC, BR-69011970 Manaus, Amazonas, Brazil.","INPA"," CPEC"," BR-69011970 Manaus, Amazonas, Brazil.","BR-69011970","Brazil"
"9489","Drucker, Debora Pignatari","INPA, CPEC, BR-69011970 Manaus, Amazonas, Brazil.","INPA"," CPEC"," BR-69011970 Manaus, Amazonas, Brazil.","BR-69011970","Brazil"
"9490","Magnusson, William E.","INPA, CPEC, BR-69011970 Manaus, Amazonas, Brazil.","INPA"," CPEC"," BR-69011970 Manaus, Amazonas, Brazil.","BR-69011970","Brazil"
"9491","Ferreira de Lima, Renato A.","Univ Sao Paulo, ESALQ, Dept Ciencias Biol, LERF, BR-13418900 Sao Paulo, Brazil.","Univ Sao Paulo"," ESALQ"," Dept Ciencias Biol, LERF, BR-13418900 Sao Paulo, Brazil.","BR-13418900","Brazil"
"9492","Gandolfi, Sergius","Univ Sao Paulo, ESALQ, Dept Ciencias Biol, LERF, BR-13418900 Sao Paulo, Brazil.","Univ Sao Paulo"," ESALQ"," Dept Ciencias Biol, LERF, BR-13418900 Sao Paulo, Brazil.","BR-13418900","Brazil"
"9493","Zanforlin Martini, Adriana M.","Univ Fed Sao Paulo, BR-09972270 Diadema, SP, Brazil.","Univ Fed Sao Paulo"," BR-09972270 Diadema"," SP, Brazil.",NA,"Brazil"
"9494","Rodrigues, Ricardo Ribeiro","Univ Sao Paulo, ESALQ, Dept Ciencias Biol, LERF, BR-13418900 Sao Paulo, Brazil.","Univ Sao Paulo"," ESALQ"," Dept Ciencias Biol, LERF, BR-13418900 Sao Paulo, Brazil.","BR-13418900","Brazil"
"9495","Stevensoni, Pablo R.","Univ Los Andes, CIEM, Dept Ciencias Biol, Bogota, Colombia.","Univ Los Andes"," CIEM"," Dept Ciencias Biol, Bogota, Colombia.",NA,"Colombia"
"9496","Vargas, Ivonne N.","Univ Los Andes, CIEM, Dept Ciencias Biol, Bogota, Colombia.","Univ Los Andes"," CIEM"," Dept Ciencias Biol, Bogota, Colombia.",NA,"Colombia"
"9497","Cabriales, Juan Jose Pena",NA,NA,NA,NA,NA,NA
"9498","Flores, Arturo",NA,NA,NA,NA,NA,NA
"9499","Gonzalez-Ruiz, Teresa",NA,NA,NA,NA,NA,NA
"9500","Jaramillo, Victor J.","Univ Nacl Autonoma Mexico, Ctr Invest Ecosistemas, Morelia, Michoacan, Mexico.","Univ Nacl Autonoma Mexico"," Ctr Invest Ecosistemas"," Morelia, Michoacan, Mexico.",NA,"Mexico"
"9501","Fernandes, T. N.","Pontificia Univ Catolica Minas Gerias, Conservat Ecol & Anim Behav Grp, BR-30535610 Belo Horizonte, MG, Brazil.","Pontificia Univ Catolica Minas Gerias"," Conservat Ecol & Anim Behav Grp"," BR-30535610 Belo Horizonte, MG, Brazil.","BR-30535610","Brazil"
"9502","Young, R. J.","Pontificia Univ Catolica Minas Gerias, Conservat Ecol & Anim Behav Grp, BR-30535610 Belo Horizonte, MG, Brazil.","Pontificia Univ Catolica Minas Gerias"," Conservat Ecol & Anim Behav Grp"," BR-30535610 Belo Horizonte, MG, Brazil.","BR-30535610","Brazil"
"9503","Arellano, Lucrecia","El Colegio Frontera Sur, Dept Ecol Sistemica Terrestre, San Cristobal de las Casa 29290, Chiapas, Mexico.","El Colegio Frontera Sur"," Dept Ecol Sistemica Terrestre"," San Cristobal de las Casa 29290, Chiapas, Mexico."," 29290","Mexico"
"9504","Leon-Cortes, Jorge L.","El Colegio Frontera Sur, Dept Ecol Sistemica Terrestre, San Cristobal de las Casa 29290, Chiapas, Mexico.","El Colegio Frontera Sur"," Dept Ecol Sistemica Terrestre"," San Cristobal de las Casa 29290, Chiapas, Mexico."," 29290","Mexico"
"9505","Ovaskainen, Otso","Univ Helsinki, Dept Biol & Environm Sci, Metapopulat Res Grp, FIN-00014 Helsinki, Finland.","Univ Helsinki"," Dept Biol & Environm Sci"," Metapopulat Res Grp, FIN-00014 Helsinki, Finland.","IN-00014","Finland"
"9506","Choat, J. Howard","James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811, Australia.","James Cook Univ"," Sch Marine & Trop Biol"," Townsville, Qld 4811, Australia.","Qld 4811","Australia"
"9507","Robertson, D. Ross","Smithsonian Trop Res Inst, Balboa, Panama.","Smithsonian Trop Res Inst"," Balboa"," Panama.",NA,"Panama"
"9508","Trip, Elizabeth L.","James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811, Australia.","James Cook Univ"," Sch Marine & Trop Biol"," Townsville, Qld 4811, Australia.","Qld 4811","Australia"
"9509","Wilson, David T.","Dept Marine & Wildlife Resources, Pago Pago, AS 96799 USA.","Dept Marine & Wildlife Resources"," Pago Pago"," AS 96799 USA."," 96799","USA"
"9510","Izagirre, Urtzi","Univ Basque Country, Sch Sci & Technol, Dept Zool & Anim Cell Biol, Cell Biol & Histol Lab, Bilbao 48080, Basque Country, Spain.","Univ Basque Country"," Sch Sci & Technol"," Dept Zool & Anim Cell Biol, Cell Biol & Histol Lab, Bilbao 48080, Basque Country, Spain."," 48080","Spain"
"9511","Marigomez, Ionan","Univ Basque Country, Sch Sci & Technol, Dept Zool & Anim Cell Biol, Cell Biol & Histol Lab, Bilbao 48080, Basque Country, Spain.","Univ Basque Country"," Sch Sci & Technol"," Dept Zool & Anim Cell Biol, Cell Biol & Histol Lab, Bilbao 48080, Basque Country, Spain."," 48080","Spain"
"9512","Ramos, Ruth R.","Univ Simon Bolivar, Dpto Biol Organismos, Caracas 1080A, Venezuela.","Univ Simon Bolivar"," Dpto Biol Organismos"," Caracas 1080A, Venezuela.",NA,"Venezuela"
"9513","Bozinovic, Francisco","Pontificia Univ Catolica Chile, CASEB, Santiago, Chile.","Pontificia Univ Catolica Chile"," CASEB"," Santiago, Chile.",NA,"Chile"
"9514","Caro, Andres U.","Pontificia Univ Catolica Chile, CASEB, Santiago, Chile.","Pontificia Univ Catolica Chile"," CASEB"," Santiago, Chile.",NA,"Chile"
"9515","Castilla, Juan Carlos","Pontificia Univ Catolica Chile, CASEB, Santiago, Chile.","Pontificia Univ Catolica Chile"," CASEB"," Santiago, Chile.",NA,"Chile"
"9516","Escobar, Joan","Pontificia Univ Catolica Chile, Fac Ciencias Biol, Dept Ecol, ECIM, Santiago, Chile.","Pontificia Univ Catolica Chile"," Fac Ciencias Biol"," Dept Ecol, ECIM, Santiago, Chile.",NA,"Chile"
"9517","Navarrete, Sergio A.","Pontificia Univ Catolica Chile, CASEB, Santiago, Chile.","Pontificia Univ Catolica Chile"," CASEB"," Santiago, Chile.",NA,"Chile"
"9518","Coppard, Simon E.","Nat Hist Museum, Dept Zool, London SW7 5BD, England.","Nat Hist Museum"," Dept Zool"," London SW7 5BD, England.","SW7 5BD",NA
"9519","Mohammed, Shirley W. C.","Univ S Pacific, Marine Studies Program, Suva, Fiji.","Univ S Pacific"," Marine Studies Program"," Suva, Fiji.",NA,"Fiji"
"9520","Foersterra, Fuenter","Huinay Sci Field Stn, Puerto Montt, Chile.","Huinay Sci Field Stn"," Puerto Montt"," Chile.",NA,"Chile"
"9521","Haeussermann, Verena","Huinay Sci Field Stn, Puerto Montt, Chile.","Huinay Sci Field Stn"," Puerto Montt"," Chile.",NA,"Chile"
"9522","Gaymer, Carlos F.","Univ Catolica Norte, Dept Biol Marina, Larrondo 1281, Coquimbo, Chile.","Univ Catolica Norte"," Dept Biol Marina"," Larrondo 1281, Coquimbo, Chile.",NA,"Chile"
"9523","Himmelman, John H.","Univ Laval, Dept Biol, Quebec City, PQ G0V 0A6, Canada.","Univ Laval"," Dept Biol"," Quebec City, PQ G0V 0A6, Canada."," G0V 0A6","Canada"
"9524","Crespo, Enrique A.",NA,NA,NA,NA,NA,NA
"9525","Dans, Silvana L.","Ctr Nacl Patagon, Lab Mamiferos Marinos, RA-9120 Puerto Madryn, Chubut, Argentina.","Ctr Nacl Patagon"," Lab Mamiferos Marinos"," RA-9120 Puerto Madryn, Chubut, Argentina.","RA-9120","Argentina"
"9526","Degrati, Mariana",NA,NA,NA,NA,NA,NA
"9527","Garaffo, Griselda V.",NA,NA,NA,NA,NA,NA
"9528","Pedraza, Susana N.",NA,NA,NA,NA,NA,NA
"9529","Brante, Antonio","Univ Catolica Santisima Concepcion, Dept Ecol Costera, Fac Ciencias, Concepcion, Chile.","Univ Catolica Santisima Concepcion"," Dept Ecol Costera"," Fac Ciencias, Concepcion, Chile.",NA,"Chile"
"9530","Fernandez, Miriam","Univ Catolica Santisima Concepcion, Dept Ecol Costera, Fac Ciencias, Concepcion, Chile.","Univ Catolica Santisima Concepcion"," Dept Ecol Costera"," Fac Ciencias, Concepcion, Chile.",NA,"Chile"
"9531","Viard, Frederique","Univ Paris 06, UPMC, UMR 7144, Equipe Evolut & Genet Populat Marines,Stn Biol Ro, F-29682 Roscoff, France.","Univ Paris 06"," UPMC"," UMR 7144, Equipe Evolut & Genet Populat Marines,Stn Biol Ro, F-29682 Roscoff, France.","F-2968","France"
"9532","Bala, Katherine","SUNY Buffalo, Grad Program Evolut Ecol & Behavior, Buffalo, NY 14260 USA.","SUNY Buffalo"," Grad Program Evolut Ecol & Behavior"," Buffalo, NY 14260 USA."," 14260","USA"
"9533","Bilewitch, Jaret P.","SUNY Buffalo, Dept Geol, Buffalo, NY 14260 USA.","SUNY Buffalo"," Dept Geol"," Buffalo, NY 14260 USA."," 14260","USA"
"9534","Gutierrez-Rodriguez, Carla","SUNY Buffalo, Dept Biol Sci, Buffalo, NY 14260 USA.","SUNY Buffalo"," Dept Biol Sci"," Buffalo, NY 14260 USA."," 14260","USA"
"9535","Hannes, Andrew","SUNY Buffalo, Dept Biol Sci, Buffalo, NY 14260 USA.","SUNY Buffalo"," Dept Biol Sci"," Buffalo, NY 14260 USA."," 14260","USA"
