"","AF","address","university","department","short_address","postal_code","country","EB_author.country","match"
"123","Sousa-Souto, L.","Univ Fed Sergipe, Grad Programme Ecol, BR-49100000 Sao Cristovao, SE, Brazil.","Univ Fed Sergipe"," Grad Programme Ecol"," BR-49100000 Sao Cristovao, SE, Brazil.","BR-49100000","Brazil","Brazil",TRUE
"124","Teodoro, A. V.","Univ Gottingen, D-37073 Gottingen, Germany.","Univ Gottingen"," D-37073 Gottingen"," Germany.",NA,"Germany","Germany",TRUE
"125","Tscharntke, T.","Univ Gottingen, D-37073 Gottingen, Germany.","Univ Gottingen"," D-37073 Gottingen"," Germany.",NA,"Germany","Germany",TRUE
"126","Anderson, Robert S.","Canadian Museum Nat, Stn D, Ottawa, ON K1P 6P4, Canada.","Canadian Museum Nat"," Stn D"," Ottawa, ON K1P 6P4, Canada."," K1P 6P4","Canada","Canada",TRUE
"127","Chacon, Eduardo","Univ Costa Rica, Escuela Biol, San Jose, Costa Rica.","Univ Costa Rica"," Escuela Biol"," San Jose, Costa Rica.",NA,"Costa Rica","Costa Rica",TRUE
"128","Johnson, M. Tracy","US Forest Serv, Inst Pacific Islands Forestry, USDA, Pacific SW Res Stn, Volcano, HI 96785 USA.","US Forest Serv"," Inst Pacific Islands Forestry"," USDA, Pacific SW Res Stn, Volcano, HI 96785 USA."," 96785","USA","USA",TRUE
"129","Reichert, Elisabeth","McGill Univ, Dept Nat Resource Sci, Ste Anne De Bellevue, PQ H9X 3V9, Canada.","McGill Univ"," Dept Nat Resource Sci"," Ste Anne De Bellevue, PQ H9X 3V9, Canada."," H9X 3V9","Canada","Canada",TRUE
"130","Wheeler, Terry A.","McGill Univ, Dept Nat Resource Sci, Ste Anne De Bellevue, PQ H9X 3V9, Canada.","McGill Univ"," Dept Nat Resource Sci"," Ste Anne De Bellevue, PQ H9X 3V9, Canada."," H9X 3V9","Canada","Canada",TRUE
"131","Oliveira, Paulo S.","Univ Estadual Campinas, Dept Biol Anim, BR-13083970 Campinas, SP, Brazil.","Univ Estadual Campinas"," Dept Biol Anim"," BR-13083970 Campinas, SP, Brazil.","BR-13083970","Brazil","Brazil",TRUE
"132","Silva, Daniel P.","Univ Estadual Campinas, Dept Biol Anim, Programa Posgrad Ecol, BR-13083970 Campinas, SP, Brazil.","Univ Estadual Campinas"," Dept Biol Anim"," Programa Posgrad Ecol, BR-13083970 Campinas, SP, Brazil.","BR-13083970","Brazil","Brazil",TRUE
"133","Brock, C.","Florida A&M Univ, Publ Hlth Entomol Res & Educ Ctr, CESTA, Panama City, FL 32405 USA.","Florida A&M Univ"," Publ Hlth Entomol Res & Educ Ctr"," CESTA, Panama City, FL 32405 USA."," 32405","USA","USA",TRUE
"134","Daniels, J. C.","Univ Florida, Dept Entomol & Nematol, IFAS, UF, Gainesville, FL 32611 USA.","Univ Florida"," Dept Entomol & Nematol"," IFAS, UF, Gainesville, FL 32611 USA."," 32611","USA","USA",TRUE
"135","Feken, M. A.","Bur Pesticides, Florida Dept Agr & Consumer Serv, Tallahassee, FL 32399 USA.","Bur Pesticides"," Florida Dept Agr & Consumer Serv"," Tallahassee, FL 32399 USA."," 32399","USA","USA",TRUE
"136","Hribar, L. J.","Florida Keys Mosquito Control Dist, Marathon, FL 33050 USA.","Florida Keys Mosquito Control Dist"," Marathon"," FL 33050 USA."," 33050","USA","USA",TRUE
"137","Trager, M. D.","Univ Florida, Dept Entomol & Nematol, IFAS, UF, Gainesville, FL 32611 USA.","Univ Florida"," Dept Entomol & Nematol"," IFAS, UF, Gainesville, FL 32611 USA."," 32611","USA","USA",TRUE
"138","Zhong, H.","Florida A&M Univ, Publ Hlth Entomol Res & Educ Ctr, CESTA, Panama City, FL 32405 USA.","Florida A&M Univ"," Publ Hlth Entomol Res & Educ Ctr"," CESTA, Panama City, FL 32405 USA."," 32405","USA","USA",TRUE
"139","Ferreyra, Hebe","Wildlife Conservat Soc WCS, Global Hlth Program, RA-9120 Puerto Madryn, Chubut, Argentina.","Wildlife Conservat Soc WCS"," Global Hlth Program"," RA-9120 Puerto Madryn, Chubut, Argentina.","RA-9120","Argentina","Argentina",TRUE
"140","Fracassi, Natalia G.","Asociac Conservac & Estudio Nat ACEN, RA-2814 Buenos Aires, DF, Argentina.","Asociac Conservac & Estudio Nat ACEN"," RA-2814 Buenos Aires"," DF, Argentina.",NA,"Argentina","Argentina",TRUE
"141","Marull, Carolina A.","Wildlife Conservat Soc WCS, Global Hlth Program, RA-9120 Puerto Madryn, Chubut, Argentina.","Wildlife Conservat Soc WCS"," Global Hlth Program"," RA-9120 Puerto Madryn, Chubut, Argentina.","RA-9120","Argentina","Argentina",TRUE
"142","McAloose, Denise","Wildlife Conservat Soc WCS, Global Hlth Program, RA-9120 Puerto Madryn, Chubut, Argentina.","Wildlife Conservat Soc WCS"," Global Hlth Program"," RA-9120 Puerto Madryn, Chubut, Argentina.","RA-9120","Argentina","Argentina",TRUE
"143","Pereira, Javier A.","Consejo Nacl Invest Cient & Tecn, Ctr Ecol Aplicada Neuquen, RA-8371 Junin De Los Andes, Neuquen, Argentina.","Consejo Nacl Invest Cient & Tecn"," Ctr Ecol Aplicada Neuquen"," RA-8371 Junin De Los Andes, Neuquen, Argentina.","RA-8371","Argentina","Argentina",TRUE
"144","Rago, Virginia","Wildlife Conservat Soc WCS, Global Hlth Program, RA-9120 Puerto Madryn, Chubut, Argentina.","Wildlife Conservat Soc WCS"," Global Hlth Program"," RA-9120 Puerto Madryn, Chubut, Argentina.","RA-9120","Argentina","Argentina",TRUE
"145","Uhart, Marcela M.","Wildlife Conservat Soc WCS, Global Hlth Program, RA-9120 Puerto Madryn, Chubut, Argentina.","Wildlife Conservat Soc WCS"," Global Hlth Program"," RA-9120 Puerto Madryn, Chubut, Argentina.","RA-9120","Argentina","Argentina",TRUE
"146","Andersen, Kelly M.","Smithsonian Trop Res Inst, Balboa, Ancon, Panama.","Smithsonian Trop Res Inst"," Balboa"," Ancon, Panama.",NA,"Panama","Panama",TRUE
"147","Corre, Marife D.","Univ Gottingen, Buesgen Inst Soil Sci Trop & Subtrop Ecosyst, D-37077 Gottingen, Germany.","Univ Gottingen"," Buesgen Inst Soil Sci Trop & Subtrop Ecosyst"," D-37077 Gottingen, Germany.","D-3707","Germany","Germany",TRUE
"148","Dalling, James W.","Smithsonian Trop Res Inst, Balboa, Ancon, Panama.","Smithsonian Trop Res Inst"," Balboa"," Ancon, Panama.",NA,"Panama","Panama",TRUE
"149","Turner, Benjamin L.","Smithsonian Trop Res Inst, Balboa, Ancon, Panama.","Smithsonian Trop Res Inst"," Balboa"," Ancon, Panama.",NA,"Panama","Panama",TRUE
"150","Cuartas-Dominguez, Marcela","Univ Chile, Fac Ciencias, Dept Ciencias Ecol, Santiago, Chile.","Univ Chile"," Fac Ciencias"," Dept Ciencias Ecol, Santiago, Chile.",NA,"Chile","Chile",TRUE
"151","Medel, Rodrigo","Univ Chile, Fac Ciencias, Dept Ciencias Ecol, Santiago, Chile.","Univ Chile"," Fac Ciencias"," Dept Ciencias Ecol, Santiago, Chile.",NA,"Chile","Chile",TRUE
"152","Bush, M.","Univ Edinburgh, Sch Geosci, Edinburgh EH8 9XP, Midlothian, Scotland.","Univ Edinburgh"," Sch Geosci"," Edinburgh EH8 9XP, Midlothian, Scotland.","EH8 9XP",NA,"Scotland",NA
"153","Malhi, Y.","Univ Oxford, Sch Geog & Environm, Environm Change Inst, Oxford OX1 3QY, England.","Univ Oxford"," Sch Geog & Environm"," Environm Change Inst, Oxford OX1 3QY, England.","OX1 3QY",NA,"England",NA
"154","Meir, P.","Florida Inst Technol, Dept Biol Sci, Melbourne, FL 32901 USA.","Florida Inst Technol"," Dept Biol Sci"," Melbourne, FL 32901 USA."," 32901","USA","USA",TRUE
"155","Saatchi, S.","CALTECH, Jet Prop Lab, Pasadena, CA 91109 USA.","CALTECH"," Jet Prop Lab"," Pasadena, CA 91109 USA."," 91109","USA","USA",TRUE
"156","Salinas, N.","Univ San Antonio Abad, Cuzco, Peru.","Univ San Antonio Abad"," Cuzco"," Peru.",NA,"Peru","Peru",TRUE
"157","Silman, M.","Wake Forest Univ, Dept Biol, Winston Salem, NC 27106 USA.","Wake Forest Univ"," Dept Biol"," Winston Salem, NC 27106 USA."," 27106","USA","USA",TRUE
"158","Aragao, L. E. O. C.","Univ Oxford, Sch Geog & Environm, Environm Change Inst, Oxford OX1 3QY, England.","Univ Oxford"," Sch Geog & Environm"," Environm Change Inst, Oxford OX1 3QY, England.","OX1 3QY",NA,"England",NA
"159","Durand, L.","Univ San Antonio Abad, Cuzco, Peru.","Univ San Antonio Abad"," Cuzco"," Peru.",NA,"Peru","Peru",TRUE
"160","Feeley, K. J.","Wake Forest Univ, Dept Biol, Winston Salem, NC 27106 USA.","Wake Forest Univ"," Dept Biol"," Winston Salem, NC 27106 USA."," 27106","USA","USA",TRUE
"161","Girardin, C. A. J.","Univ Oxford, Sch Geog & Environm, Environm Change Inst, Oxford OX1 3QY, England.","Univ Oxford"," Sch Geog & Environm"," Environm Change Inst, Oxford OX1 3QY, England.","OX1 3QY",NA,"England",NA
"162","Huasco, W. Huaraca","Univ San Antonio Abad, Cuzco, Peru.","Univ San Antonio Abad"," Cuzco"," Peru.",NA,"Peru","Peru",TRUE
"163","Malhi, Y.","Univ Oxford, Sch Geog & Environm, Environm Change Inst, Oxford OX1 3QY, England.","Univ Oxford"," Sch Geog & Environm"," Environm Change Inst, Oxford OX1 3QY, England.","OX1 3QY",NA,"England",NA
"164","Mamani, M.","Univ San Antonio Abad, Cuzco, Peru.","Univ San Antonio Abad"," Cuzco"," Peru.",NA,"Peru","Peru",TRUE
"165","Rapp, J.","Wake Forest Univ, Dept Biol, Winston Salem, NC 27106 USA.","Wake Forest Univ"," Dept Biol"," Winston Salem, NC 27106 USA."," 27106","USA","USA",TRUE
"166","Salinas, N.","Univ Oxford, Sch Geog & Environm, Environm Change Inst, Oxford OX1 3QY, England.","Univ Oxford"," Sch Geog & Environm"," Environm Change Inst, Oxford OX1 3QY, England.","OX1 3QY",NA,"England",NA
"167","Silman, M.","Wake Forest Univ, Dept Biol, Winston Salem, NC 27106 USA.","Wake Forest Univ"," Dept Biol"," Winston Salem, NC 27106 USA."," 27106","USA","USA",TRUE
"168","Silva-Espejo, J. E.","Univ San Antonio Abad, Cuzco, Peru.","Univ San Antonio Abad"," Cuzco"," Peru.",NA,"Peru","Peru",TRUE
"169","Whittaker, R. J.","Univ Oxford, Sch Geog & Environm, Environm Change Inst, Oxford OX1 3QY, England.","Univ Oxford"," Sch Geog & Environm"," Environm Change Inst, Oxford OX1 3QY, England.","OX1 3QY",NA,"England",NA
"170","Aguilar, Ivis Chan","Univ Leeds, Sch Biol Sci, Leeds LS2 9JT, W Yorkshire, England.","Univ Leeds"," Sch Biol Sci"," Leeds LS2 9JT, W Yorkshire, England.","LS2 9JT",NA,"England",NA
"171","Baker, Tim R.","Univ Leeds, Sch Geog, Leeds LS2 9JT, W Yorkshire, England.","Univ Leeds"," Sch Geog"," Leeds LS2 9JT, W Yorkshire, England.","LS2 9JT",NA,"England",NA
"172","Roman Cuesta, Rosa Maria","Ctr Forestry Res & Ecol Applicat, Barcelona, Spain.","Ctr Forestry Res & Ecol Applicat"," Barcelona"," Spain.",NA,"Spain","Spain",TRUE
"173","del Castillo, Dennis","Inst Invest Amazonia Peruana, Iquitos, Peru.","Inst Invest Amazonia Peruana"," Iquitos"," Peru.",NA,"Peru","Peru",TRUE
"174","Healey, John R.","Bangor Univ, Sch Environm Nat Resources & Geog, Bangor LL57 2UW, Gwynedd, Wales.","Bangor Univ"," Sch Environm Nat Resources & Geog"," Bangor LL57 2UW, Gwynedd, Wales.","LL57 2UW",NA,"Wales",NA
"175","Jones, Julia P. G.","Bangor Univ, Sch Environm Nat Resources & Geog, Bangor LL57 2UW, Gwynedd, Wales.","Bangor Univ"," Sch Environm Nat Resources & Geog"," Bangor LL57 2UW, Gwynedd, Wales.","LL57 2UW",NA,"Wales",NA
"176","Thompson, Olivia R. Rendon","Univ Leeds, Sch Geog, Leeds LS2 9JT, W Yorkshire, England.","Univ Leeds"," Sch Geog"," Leeds LS2 9JT, W Yorkshire, England.","LS2 9JT",NA,"England",NA
"177","Torres, Jorge","SFMBAM SAC, Lima, Peru.","SFMBAM SAC"," Lima"," Peru.",NA,"Peru","Peru",TRUE
"178","Paruelo, Jose M.","Univ Buenos Aires, Fac Agron, IFEVA Dept Metodos Cuantitativos & Sistemas Infor, Lab Anal Reg & Teledetecc, Buenos Aires, DF, Argentina.","Univ Buenos Aires"," Fac Agron"," IFEVA Dept Metodos Cuantitativos & Sistemas Infor, Lab Anal Reg & Teledetecc, Buenos Aires, DF, Argentina.",NA,"Argentina","Argentina",TRUE
"179","Veron, Santiago R.","INTA, Inst Clima & Agua, Buenos Aires, DF, Argentina.","INTA"," Inst Clima & Agua"," Buenos Aires, DF, Argentina.",NA,"Argentina","Argentina",TRUE
"180","Garcia, Eustolia","Colegio Postgrad, Cardenas, Tabasco, Mexico.","Colegio Postgrad"," Cardenas"," Tabasco, Mexico.",NA,"Mexico","Mexico",TRUE
"181","Moreno, Gerardo","Univ Extremadura, EUIT Forestal, Forest Res Grp, E-10600 Plasencia, Caceres, Spain.","Univ Extremadura"," EUIT Forestal"," Forest Res Grp, E-10600 Plasencia, Caceres, Spain.","E-1060","Spain","Spain",TRUE
"182","Obrador, Jose J.","Colegio Postgrad, Cardenas, Tabasco, Mexico.","Colegio Postgrad"," Cardenas"," Tabasco, Mexico.",NA,"Mexico","Mexico",TRUE
"183","Pulido, Fernando","Univ Extremadura, EUIT Forestal, Forest Res Grp, E-10600 Plasencia, Caceres, Spain.","Univ Extremadura"," EUIT Forestal"," Forest Res Grp, E-10600 Plasencia, Caceres, Spain.","E-1060","Spain","Spain",TRUE
"184","Elizalde, Luciana","Univ Nacl Quilmes, Ctr Estudios & Invest, Buenos Aires, DF, Argentina.","Univ Nacl Quilmes"," Ctr Estudios & Invest"," Buenos Aires, DF, Argentina.",NA,"Argentina","Argentina",TRUE
"185","Folgarait, Patricia Julia","Univ Nacl Quilmes, Ctr Estudios & Invest, Buenos Aires, DF, Argentina.","Univ Nacl Quilmes"," Ctr Estudios & Invest"," Buenos Aires, DF, Argentina.",NA,"Argentina","Argentina",TRUE
"186","Francisco Ornelas, Juan","Inst Ecol AC, Dept Biol Evolut, Xalapa 91070, Veracruz, Mexico.","Inst Ecol AC"," Dept Biol Evolut"," Xalapa 91070, Veracruz, Mexico."," 91070","Mexico","Mexico",TRUE
"187","Ruiz-Sanchez, Eduardo","Inst Ecol AC, Dept Biol Evolut, Xalapa 91070, Veracruz, Mexico.","Inst Ecol AC"," Dept Biol Evolut"," Xalapa 91070, Veracruz, Mexico."," 91070","Mexico","Mexico",TRUE
"188","Ruiz-Sanchez, Eduardo","Inst Ecol AC, Dept Biol Evolut, Xalapa 91070, Veracruz, Mexico.","Inst Ecol AC"," Dept Biol Evolut"," Xalapa 91070, Veracruz, Mexico."," 91070","Mexico","Mexico",TRUE
"189","Sosa, Victoria","Inst Ecol AC, Dept Biol Evolut, Xalapa 91070, Veracruz, Mexico.","Inst Ecol AC"," Dept Biol Evolut"," Xalapa 91070, Veracruz, Mexico."," 91070","Mexico","Mexico",TRUE
"190","Corcuera, Pablo","Univ Autonoma Metropolitana Iztapalapa, Dept Biol, Mexico City 09340, DF, Mexico.","Univ Autonoma Metropolitana Iztapalapa"," Dept Biol"," Mexico City 09340, DF, Mexico."," 09340","Mexico","Mexico",TRUE
"191","De la Rosa, Gabriela","Univ Autonoma Metropolitana Iztapalapa, Dept Biol, Mexico City 09340, DF, Mexico.","Univ Autonoma Metropolitana Iztapalapa"," Dept Biol"," Mexico City 09340, DF, Mexico."," 09340","Mexico","Mexico",TRUE
"192","Gabriel-Duran, Cesar","IB UNAM, Dept Zool, Colecc Nacl Aracnidos CNAN, Mexico City 04510, DF, Mexico.","IB UNAM"," Dept Zool"," Colecc Nacl Aracnidos CNAN, Mexico City 04510, DF, Mexico."," 04510","Mexico","Mexico",TRUE
"193","Luis Valverde, Pedro","Univ Autonoma Metropolitana Iztapalapa, Dept Biol, Mexico City 09340, DF, Mexico.","Univ Autonoma Metropolitana Iztapalapa"," Dept Biol"," Mexico City 09340, DF, Mexico."," 09340","Mexico","Mexico",TRUE
"194","Alejandro Zavala-Hurtado, Jose","Univ Autonoma Metropolitana Iztapalapa, Dept Biol, Mexico City 09340, DF, Mexico.","Univ Autonoma Metropolitana Iztapalapa"," Dept Biol"," Mexico City 09340, DF, Mexico."," 09340","Mexico","Mexico",TRUE
"195","Batalha, Marco A.","Univ Fed Sao Carlos, Dept Bot, BR-13565905 Sao Carlos, SP, Brazil.","Univ Fed Sao Carlos"," Dept Bot"," BR-13565905 Sao Carlos, SP, Brazil.","BR-13565905","Brazil","Brazil",TRUE
"196","Silva, Igor A.","Univ Fed Sao Carlos, Dept Bot, BR-13565905 Sao Carlos, SP, Brazil.","Univ Fed Sao Carlos"," Dept Bot"," BR-13565905 Sao Carlos, SP, Brazil.","BR-13565905","Brazil","Brazil",TRUE
"197","Cavieres, Lohengrin A.","Univ Concepcion, Dept Bot, ECOBIOSIS, Fac Ciencias Nat & Oceanog, Concepcion, Chile.","Univ Concepcion"," Dept Bot"," ECOBIOSIS, Fac Ciencias Nat & Oceanog, Concepcion, Chile.",NA,"Chile","Chile",TRUE
"198","Niu, Yang","Chinese Acad Sci, Kunming Inst Bot, Key Lab Biodivers & Biogeog, Kunming 650204, Yunnan, Peoples R China.","Chinese Acad Sci"," Kunming Inst Bot"," Key Lab Biodivers & Biogeog, Kunming 650204, Yunnan, Peoples R China."," 65020","China","Peoples R China",FALSE
"199","Sun, Hang","Chinese Acad Sci, Kunming Inst Bot, Key Lab Biodivers & Biogeog, Kunming 650204, Yunnan, Peoples R China.","Chinese Acad Sci"," Kunming Inst Bot"," Key Lab Biodivers & Biogeog, Kunming 650204, Yunnan, Peoples R China."," 65020","China","Peoples R China",FALSE
"200","Yang, Yang","Chinese Acad Sci, Kunming Inst Bot, Key Lab Biodivers & Biogeog, Kunming 650204, Yunnan, Peoples R China.","Chinese Acad Sci"," Kunming Inst Bot"," Key Lab Biodivers & Biogeog, Kunming 650204, Yunnan, Peoples R China."," 65020","China","Peoples R China",FALSE
"201","Luis Andrade, Jose","Ctr Invest Cient Yucatan AC, Unidad Recursos Nat, Merida 97200, Yucatan, Mexico.","Ctr Invest Cient Yucatan AC"," Unidad Recursos Nat"," Merida 97200, Yucatan, Mexico."," 97200","Mexico","Mexico",TRUE
"202","Manuel Dupuy, Juan","Ctr Invest Cient Yucatan AC, Unidad Recursos Nat, Merida 97200, Yucatan, Mexico.","Ctr Invest Cient Yucatan AC"," Unidad Recursos Nat"," Merida 97200, Yucatan, Mexico."," 97200","Mexico","Mexico",TRUE
"203","Duran, Rafael","Ctr Invest Cient Yucatan AC, Unidad Recursos Nat, Merida 97200, Yucatan, Mexico.","Ctr Invest Cient Yucatan AC"," Unidad Recursos Nat"," Merida 97200, Yucatan, Mexico."," 97200","Mexico","Mexico",TRUE
"204","Fernanda Ricalde, M.","Ctr Invest Cient Yucatan AC, Unidad Recursos Nat, Merida 97200, Yucatan, Mexico.","Ctr Invest Cient Yucatan AC"," Unidad Recursos Nat"," Merida 97200, Yucatan, Mexico."," 97200","Mexico","Mexico",TRUE
"205","Santiago, Louis S.","Univ Calif Riverside, Dept Bot & Plant Sci, Riverside, CA 92521 USA.","Univ Calif Riverside"," Dept Bot & Plant Sci"," Riverside, CA 92521 USA."," 92521","USA","USA",TRUE
"206","Luis Sima, J.","Ctr Invest Cient Yucatan AC, Unidad Recursos Nat, Merida 97200, Yucatan, Mexico.","Ctr Invest Cient Yucatan AC"," Unidad Recursos Nat"," Merida 97200, Yucatan, Mexico."," 97200","Mexico","Mexico",TRUE
"207","Us-Santamaria, Roberth","Ctr Invest Cient Yucatan AC, Unidad Recursos Nat, Merida 97200, Yucatan, Mexico.","Ctr Invest Cient Yucatan AC"," Unidad Recursos Nat"," Merida 97200, Yucatan, Mexico."," 97200","Mexico","Mexico",TRUE
"208","Daleo, Pedro","Univ Nacl Mar del Plata, Dept Biol, CONICET, Mar Del Plata, Buenos Aires, Argentina.","Univ Nacl Mar del Plata"," Dept Biol"," CONICET, Mar Del Plata, Buenos Aires, Argentina.",NA,"Argentina","Argentina",TRUE
"209","Iribarne, Oscar O.","Univ Nacl Mar del Plata, Dept Biol, CONICET, Mar Del Plata, Buenos Aires, Argentina.","Univ Nacl Mar del Plata"," Dept Biol"," CONICET, Mar Del Plata, Buenos Aires, Argentina.",NA,"Argentina","Argentina",TRUE
"210","Ribeiro, Pablo D.","GrIETA, Mar Del Plata, Buenos Aires, Argentina.","GrIETA"," Mar Del Plata"," Buenos Aires, Argentina.",NA,"Argentina","Argentina",TRUE
"211","Delpiano, Cristian A.","Univ Chile, Dept Ciencias Ambientales & Recursos Nat Renovabl, Santiago, Chile.","Univ Chile"," Dept Ciencias Ambientales & Recursos Nat Renovabl"," Santiago, Chile.",NA,"Chile","Chile",TRUE
"212","Gho, Dafne","Univ Chile, IEB, Santiago, Chile.","Univ Chile"," IEB"," Santiago, Chile.",NA,"Chile","Chile",TRUE
"213","Orellana, Ignacio","Univ Lagos, Ecol Lab, Osorno, Chile.","Univ Lagos"," Ecol Lab"," Osorno, Chile.",NA,"Chile","Chile",TRUE
"214","Smith, Cecilia","Univ Chile, IEB, Santiago, Chile.","Univ Chile"," IEB"," Santiago, Chile.",NA,"Chile","Chile",TRUE
"215","Vazquez, Inao","Univ Chile, Dept Ciencias Ambientales & Recursos Nat Renovabl, Santiago, Chile.","Univ Chile"," Dept Ciencias Ambientales & Recursos Nat Renovabl"," Santiago, Chile.",NA,"Chile","Chile",TRUE
"216","Vergara, Pablo M.","Univ Santiago Chile, Dept Ingn Geog, Santiago, Chile.","Univ Santiago Chile"," Dept Ingn Geog"," Santiago, Chile.",NA,"Chile","Chile",TRUE
"217","Byers, James E.","Univ Georgia, Odum Sch Ecol, Athens, GA 30602 USA.","Univ Georgia"," Odum Sch Ecol"," Athens, GA 30602 USA."," 30602","USA","USA",TRUE
"218","Crooks, Jeffrey A.","Tijuana River Natl Estuarine Res Reserve, Imperial Beach, CA 91932 USA.","Tijuana River Natl Estuarine Res Reserve"," Imperial Beach"," CA 91932 USA."," 91932","USA","USA",TRUE
"219","Gutierrez, Jorge L.","GrIETA, RA-7600 Mar Del Plata, Argentina.","GrIETA"," RA-7600 Mar Del Plata"," Argentina.",NA,"Argentina","Argentina",TRUE
"220","Jones, Clive G.","Cary Inst Ecosyst Studies, Millbrook, NY 12545 USA.","Cary Inst Ecosyst Studies"," Millbrook"," NY 12545 USA."," 12545","USA","USA",TRUE
"221","Lambrinos, John G.","Oregon State Univ, Dept Hort, Corvallis, OR 97331 USA.","Oregon State Univ"," Dept Hort"," Corvallis, OR 97331 USA."," 97331","USA","USA",TRUE
"222","Talley, Theresa S.","Univ Calif San Diego, Scripps Inst Oceanog, Integrat Oceanog Div, La Jolla, CA 92093 USA.","Univ Calif San Diego"," Scripps Inst Oceanog"," Integrat Oceanog Div, La Jolla, CA 92093 USA."," 92093","USA","USA",TRUE
"223","Figueroa-Rangel, Blanca L.","Univ Guadalajara, Ctr Univ Costa Sur, Dept Ecol & Recursos Nat, Jalisco 48900, Mexico.","Univ Guadalajara"," Ctr Univ Costa Sur"," Dept Ecol & Recursos Nat, Jalisco 48900, Mexico."," 48900","Mexico","Mexico",TRUE
"224","Olvera-Vargas, Miguel","Univ Guadalajara, Ctr Univ Costa Sur, Dept Ecol & Recursos Nat, Jalisco 48900, Mexico.","Univ Guadalajara"," Ctr Univ Costa Sur"," Dept Ecol & Recursos Nat, Jalisco 48900, Mexico."," 48900","Mexico","Mexico",TRUE
"225","Martin Vazquez-Lopez, J.","Univ Guadalajara, Ctr Univ Costa Sur, Dept Ecol & Recursos Nat, Jalisco 48900, Mexico.","Univ Guadalajara"," Ctr Univ Costa Sur"," Dept Ecol & Recursos Nat, Jalisco 48900, Mexico."," 48900","Mexico","Mexico",TRUE
"226","Boykin, Kenneth G.","New Mexico State Univ, New Mexico Cooperat Fish & Wildlife Res Unit, Las Cruces, NM 88003 USA.","New Mexico State Univ"," New Mexico Cooperat Fish & Wildlife Res Unit"," Las Cruces, NM 88003 USA."," 88003","USA","USA",TRUE
"227","Propeck-Gray, Suzanne","New Mexico State Univ, New Mexico Cooperat Fish & Wildlife Res Unit, Las Cruces, NM 88003 USA.","New Mexico State Univ"," New Mexico Cooperat Fish & Wildlife Res Unit"," Las Cruces, NM 88003 USA."," 88003","USA","USA",TRUE
